application_id,candidate_id,resume_id,vacancy_title,platform,status_norm,y_interview,application_date,resume_domain,similarity_resume_vacancy,apply_month,apply_dow
app2_00051,cand_06,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-07-06,gamedev,0.324,7,5
app2_00052,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,screening,1,2024-08-17,gamedev,0.712,8,5
app2_00053,cand_05,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-01-14,gamedev,0.413,1,6
app2_00054,cand_02,R1,Unity Developer - Hypercasual / LiveOps,HH,screening,1,2024-10-29,gamedev,0.398,10,1
app2_00055,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-12-15,gamedev,0.406,12,6
app2_00056,cand_01,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-02-22,gamedev,0.595,2,3
app2_00057,cand_03,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-10-10,gamedev,0.427,10,3
app2_00058,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-07-03,gamedev,0.792,7,2
app2_00059,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-08-19,gamedev,0.702,8,0
app2_00060,cand_06,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-02-07,gamedev,0.431,2,2
app2_00061,cand_06,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-05-14,gamedev,0.309,5,1
app2_00062,cand_05,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-11-13,gamedev,0.45,11,2
app2_00063,cand_01,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-02-28,gamedev,0.568,2,2
app2_00064,cand_05,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-07-18,gamedev,0.416,7,3
app2_00065,cand_05,R1,Unity Developer (WebGL) - Casual Games,InGameJob,test,1,2024-02-23,gamedev,0.54,2,4
app2_00066,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-06-04,gamedev,0.505,6,1
app2_00067,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-11-23,gamedev,0.639,11,5
app2_00068,cand_02,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-05-24,gamedev,0.337,5,4
app2_00069,cand_02,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-03-04,gamedev,0.411,3,0
app2_00070,cand_06,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-01-31,gamedev,0.357,1,2
app2_00071,cand_05,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-02-05,gamedev,0.379,2,0
app2_00072,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-10-15,gamedev,0.586,10,1
app2_00073,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-09-15,gamedev,0.468,9,6
app2_00074,cand_05,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-02-29,gamedev,0.563,2,3
app2_00075,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-09-03,gamedev,0.531,9,1
app2_00076,cand_01,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-10-23,gamedev,0.43,10,2
app2_00077,cand_02,R1,Unity Developer (Middle) - Mobile F2P,HH,screening,1,2024-11-07,gamedev,0.525,11,3
app2_00078,cand_03,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-05-09,gamedev,0.508,5,3
app2_00079,cand_05,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-07-27,gamedev,0.327,7,5
app2_00080,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-07-22,gamedev,0.523,7,0
app2_00081,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-03-28,gamedev,0.552,3,3
app2_00082,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-01-16,gamedev,0.622,1,1
app2_00083,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-06-02,gamedev,0.855,6,6
app2_00084,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,screening,1,2024-12-09,gamedev,0.526,12,0
app2_00085,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-12-31,gamedev,0.422,12,1
app2_00086,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-11-11,gamedev,0.46,11,0
app2_00087,cand_02,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-05-07,gamedev,0.47,5,1
app2_00088,cand_02,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-07-29,gamedev,0.511,7,0
app2_00089,cand_06,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-01-04,gamedev,0.727,1,3
app2_00090,cand_04,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-06-27,gamedev,0.495,6,3
app2_00091,cand_06,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-05-17,gamedev,0.291,5,4
app2_00092,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-07-18,gamedev,0.499,7,3
app2_00093,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-06-18,gamedev,0.554,6,1
app2_00094,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-11-02,gamedev,0.281,11,5
app2_00095,cand_06,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-01-08,gamedev,0.348,1,0
app2_00096,cand_06,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-01-20,gamedev,0.297,1,5
app2_00097,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-07-21,gamedev,0.411,7,6
app2_00098,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-10-21,gamedev,0.649,10,0
app2_00099,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-05-18,gamedev,0.649,5,5
app2_00100,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-02-25,gamedev,0.524,2,6
app2_00101,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-01-15,gamedev,0.491,1,0
app2_00102,cand_03,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-04-25,gamedev,0.451,4,3
app2_00103,cand_03,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-06-21,gamedev,0.435,6,4
app2_00104,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-02-14,gamedev,0.684,2,2
app2_00105,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-01-09,gamedev,0.51,1,1
app2_00106,cand_05,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-08-09,gamedev,0.512,8,4
app2_00107,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-01-03,gamedev,0.508,1,2
app2_00108,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,screening,1,2024-02-01,gamedev,0.47,2,3
app2_00109,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-02-04,gamedev,0.799,2,6
app2_00110,cand_06,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-09-03,gamedev,0.344,9,1
app2_00111,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-08-03,gamedev,0.74,8,5
app2_00112,cand_06,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-01-27,gamedev,0.713,1,5
app2_00113,cand_06,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-06-12,gamedev,0.357,6,2
app2_00114,cand_05,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-01-13,gamedev,0.386,1,5
app2_00115,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,screening,1,2024-05-02,gamedev,0.768,5,3
app2_00116,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-05-15,gamedev,0.712,5,2
app2_00117,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-12-02,gamedev,0.519,12,0
app2_00118,cand_05,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-07-23,gamedev,0.421,7,1
app2_00119,cand_01,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-02-06,gamedev,0.611,2,1
app2_00120,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-08-09,gamedev,0.421,8,4
app2_00121,cand_04,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-05-17,gamedev,0.549,5,4
app2_00122,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-10-16,gamedev,0.451,10,2
app2_00123,cand_06,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-10-02,gamedev,0.403,10,2
app2_00124,cand_02,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-12-28,gamedev,0.436,12,5
app2_00125,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-05-28,gamedev,0.721,5,1
app2_00126,cand_05,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-06-21,gamedev,0.372,6,4
app2_00127,cand_01,R1,Senior Unity Developer - Architecture / Tools,HH,screening,1,2024-06-21,gamedev,0.499,6,4
app2_00128,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-05-22,gamedev,0.648,5,2
app2_00129,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-09-16,gamedev,0.202,9,0
app2_00130,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,test,1,2024-08-12,gamedev,0.758,8,0
app2_00131,cand_03,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-02-24,gamedev,0.395,2,5
app2_00132,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-11-11,gamedev,0.275,11,0
app2_00133,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-05-16,gamedev,0.524,5,3
app2_00134,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-03-28,gamedev,0.478,3,3
app2_00135,cand_06,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-07-21,gamedev,0.681,7,6
app2_00136,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-10-26,gamedev,0.598,10,5
app2_00137,cand_03,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-07-06,gamedev,0.409,7,5
app2_00138,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-04-04,gamedev,0.386,4,3
app2_00139,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-09-04,gamedev,0.526,9,2
app2_00140,cand_03,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-04-09,gamedev,0.397,4,1
app2_00141,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-01-01,gamedev,0.52,1,0
app2_00142,cand_03,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-02-11,gamedev,0.423,2,6
app2_00143,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-07-08,gamedev,0.572,7,0
app2_00144,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-10-29,gamedev,0.326,10,1
app2_00145,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-03-19,gamedev,0.443,3,1
app2_00146,cand_03,R1,Unity Developer - Hypercasual / LiveOps,HH,interview,1,2024-11-11,gamedev,0.601,11,0
app2_00147,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-02-19,gamedev,0.598,2,0
app2_00148,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-04-17,gamedev,0.399,4,2
app2_00149,cand_03,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-07-22,gamedev,0.469,7,0
app2_00150,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-04-07,gamedev,0.471,4,6
app2_00151,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-10-31,gamedev,0.371,10,3
app2_00152,cand_03,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-09-25,gamedev,0.436,9,2
app2_00153,cand_05,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-02-16,gamedev,0.464,2,4
app2_00154,cand_01,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-04-05,gamedev,0.697,4,4
app2_00155,cand_03,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-03-10,gamedev,0.374,3,6
app2_00156,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-02-23,gamedev,0.528,2,4
app2_00157,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-08-02,gamedev,0.461,8,4
app2_00158,cand_03,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-06-12,gamedev,0.451,6,2
app2_00159,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-07-24,gamedev,0.409,7,2
app2_00160,cand_01,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-01-31,gamedev,0.562,1,2
app2_00161,cand_06,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-06-25,gamedev,0.441,6,1
app2_00162,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-04-14,gamedev,0.699,4,6
app2_00163,cand_01,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-07-14,gamedev,0.53,7,6
app2_00164,cand_05,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-11-11,gamedev,0.344,11,0
app2_00165,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-04-20,gamedev,0.678,4,5
app2_00166,cand_01,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-01-21,gamedev,0.559,1,6
app2_00167,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-07-16,gamedev,0.444,7,1
app2_00168,cand_03,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-07-20,gamedev,0.46,7,5
app2_00169,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-03-04,gamedev,0.538,3,0
app2_00170,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-03-07,gamedev,0.382,3,3
app2_00171,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-12-17,gamedev,0.47,12,1
app2_00172,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-02-02,gamedev,0.524,2,4
app2_00173,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-04-14,gamedev,0.443,4,6
app2_00174,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-11-19,gamedev,0.434,11,1
app2_00175,cand_03,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-09-20,gamedev,0.558,9,4
app2_00176,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-08-08,gamedev,0.501,8,3
app2_00177,cand_03,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-09-25,gamedev,0.422,9,2
app2_00178,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,screening,1,2024-11-21,gamedev,0.519,11,3
app2_00179,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-03-17,gamedev,0.585,3,6
app2_00180,cand_03,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-03-18,gamedev,0.628,3,0
app2_00181,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,interview,1,2024-03-29,gamedev,0.763,3,4
app2_00182,cand_05,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-08-25,gamedev,0.324,8,6
app2_00183,cand_01,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-01-05,gamedev,0.647,1,4
app2_00184,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-07-31,gamedev,0.454,7,2
app2_00185,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-10-30,gamedev,0.364,10,2
app2_00186,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-11-22,gamedev,0.437,11,4
app2_00187,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-05-19,gamedev,0.395,5,6
app2_00188,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-06-14,gamedev,0.68,6,4
app2_00189,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-11-15,gamedev,0.344,11,4
app2_00190,cand_05,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-05-15,gamedev,0.222,5,2
app2_00191,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,screening,1,2024-12-17,gamedev,0.511,12,1
app2_00192,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-11-15,gamedev,0.44,11,4
app2_00193,cand_06,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-07-14,gamedev,0.283,7,6
app2_00194,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-08-01,gamedev,0.716,8,3
app2_00195,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-02-25,gamedev,0.735,2,6
app2_00196,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-01-17,gamedev,0.54,1,2
app2_00197,cand_03,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-09-06,gamedev,0.46,9,4
app2_00198,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,screening,1,2024-11-21,gamedev,0.46,11,3
app2_00199,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-10-21,gamedev,0.457,10,0
app2_00200,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-10-01,gamedev,0.237,10,1
app2_00201,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,screening,1,2024-04-21,gamedev,0.527,4,6
app2_00202,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-06-10,gamedev,0.468,6,0
app2_00203,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,screening,1,2024-02-02,gamedev,0.857,2,4
app2_00204,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-12-11,gamedev,0.437,12,2
app2_00205,cand_03,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-05-10,gamedev,0.363,5,4
app2_00206,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-06-06,gamedev,0.508,6,3
app2_00207,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-02-21,gamedev,0.762,2,2
app2_00208,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-12-18,gamedev,0.765,12,2
app2_00209,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-04-19,gamedev,0.425,4,4
app2_00210,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,screening,1,2024-02-15,gamedev,0.703,2,3
app2_00211,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-07-22,gamedev,0.444,7,0
app2_00212,cand_05,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-10-03,gamedev,0.462,10,3
app2_00213,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-09-22,gamedev,0.525,9,6
app2_00214,cand_04,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-08-25,gamedev,0.51,8,6
app2_00215,cand_06,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-09-21,gamedev,0.286,9,5
app2_00216,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,interview,1,2024-11-05,gamedev,0.564,11,1
app2_00217,cand_06,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-12-20,gamedev,0.446,12,4
